state,placefp,county,stab,cntyname,placenm,pop10,afact
FIPS state,placefp,county,State Postal Code,cntyname,Place Name,"Total Pop, 2010 census",placefp to county alloc factor
01,57000,009,AL,Blount AL,"Oneonta city, AL",6567,1
01,57024,039,AL,Covington AL,"Onycha town, AL",184,1
01,57048,081,AL,Lee AL,"Opelika city, AL",26477,1
01,57120,039,AL,Covington AL,"Opp city, AL",6659,1
01,57144,003,AL,Baldwin AL,"Orange Beach city, AL",5441,1
01,57240,047,AL,Dallas AL,"Orrville town, AL",204,1
01,57384,123,AL,Tallapoosa AL,"Our Town CDP, AL",641,1
01,57504,089,AL,Madison AL,"Owens Cross Roads town, AL",1521,1
01,57576,015,AL,Calhoun AL,"Oxford city, AL",17197,0.806
01,57576,121,AL,Talladega AL,"Oxford city, AL",4151,0.194
01,57648,045,AL,Dale AL,"Ozark city, AL",14907,1
01,57696,071,AL,Jackson AL,"Paint Rock town, AL",210,1
01,57912,119,AL,Sumter AL,"Panola CDP, AL",144,1
01,58272,127,AL,Walker AL,"Parrish town, AL",982,1
01,58848,117,AL,Shelby AL,"Pelham city, AL",21352,1
01,58896,115,AL,St. Clair AL,"Pell City city, AL",12695,1
01,58968,023,AL,Choctaw AL,"Pennington town, AL",221,1
01,59016,017,AL,Chambers AL,"Penton CDP, AL",201,1
01,59088,003,AL,Baldwin AL,"Perdido Beach town, AL",581,1
01,59232,099,AL,Monroe AL,"Peterman CDP, AL",89,1
01,59328,041,AL,Crenshaw AL,"Petrey town, AL",58,1
01,59472,081,AL,Lee AL,"Phenix City city, AL",4153,0.127
01,59472,113,AL,Russell AL,"Phenix City city, AL",28669,0.873
01,59496,059,AL,Franklin AL,"Phil Campbell town, AL",1148,1
01,59592,107,AL,Pickens AL,"Pickensville town, AL",608,1
01,59640,015,AL,Calhoun AL,"Piedmont city, AL",4878,1
01,59760,101,AL,Montgomery AL,"Pike Road town, AL",5406,1
01,59832,045,AL,Dale AL,"Pinckard town, AL",647,1
01,59880,131,AL,Wilcox AL,"Pine Apple town, AL",132,1
01,60240,131,AL,Wilcox AL,"Pine Hill town, AL",975,1
01,60264,001,AL,Autauga AL,"Pine Level CDP, AL",4183,1
01,60372,049,AL,DeKalb AL,"Pine Ridge town, AL",282,1
01,60648,073,AL,Jefferson AL,"Pinson city, AL",7163,1
01,60720,071,AL,Jackson AL,"Pisgah town, AL",722,1
01,61008,073,AL,Jefferson AL,"Pleasant Grove city, AL",10110,1
01,61038,071,AL,Jackson AL,"Pleasant Groves town, AL",420,1
01,61488,003,AL,Baldwin AL,"Point Clear CDP, AL",2125,1
01,61536,053,AL,Escambia AL,"Pollard town, AL",137,1
01,62075,049,AL,DeKalb AL,"Powell town, AL",955,1
01,62328,001,AL,Autauga AL,"Prattville city, AL",32168,0.947
01,62328,051,AL,Elmore AL,"Prattville city, AL",1792,0.053
01,62472,103,AL,Morgan AL,"Priceville town, AL",2658,1
01,62496,097,AL,Mobile AL,"Prichard city, AL",22659,1
01,62688,091,AL,Marengo AL,"Providence town, AL",223,1
01,62952,091,AL,Marengo AL,"Putnam CDP, AL",193,1
01,63216,115,AL,St. Clair AL,"Ragland town, AL",1639,1
01,63288,055,AL,Etowah AL,"Rainbow City city, AL",9602,1
01,63336,049,AL,DeKalb AL,"Rainsville city, AL",4948,1
01,63408,029,AL,Cleburne AL,"Ranburne town, AL",409,1
01,63495,037,AL,Coosa AL,"Ray CDP, AL",443,1
01,63576,059,AL,Franklin AL,"Red Bay city, AL",3158,1
01,63730,051,AL,Elmore AL,"Redland CDP, AL",3736,1
01,63768,039,AL,Covington AL,"Red Level town, AL",487,1
01,63912,089,AL,Madison AL,"Redstone Arsenal CDP, AL",1946,1
01,63984,055,AL,Etowah AL,"Reece City town, AL",653,1
01,64040,123,AL,Tallapoosa AL,"Reeltown CDP, AL",766,1
01,64104,107,AL,Pickens AL,"Reform town, AL",1702,1
01,64152,069,AL,Houston AL,"Rehobeth town, AL",1297,1
01,64368,035,AL,Conecuh AL,"Repton town, AL",282,1
01,64656,055,AL,Etowah AL,"Ridgeville town, AL",112,1
01,64776,039,AL,Covington AL,"River Falls town, AL",526,1
01,64920,115,AL,St. Clair AL,"Riverside town, AL",2208,1
01,65016,053,AL,Escambia AL,"Riverview town, AL",184,1
01,65040,111,AL,Randolph AL,"Roanoke city, AL",6074,1
01,65208,003,AL,Baldwin AL,"Robertsdale city, AL",5276,1
01,65412,073,AL,Jefferson AL,"Rock Creek CDP, AL",1456,1
01,65472,037,AL,Coosa AL,"Rockford town, AL",477,1
01,65592,111,AL,Randolph AL,"Rock Mills CDP, AL",600,1
01,65784,025,AL,Clarke AL,"Rockville CDP, AL",43,1
01,66216,077,AL,Lauderdale AL,"Rogersville town, AL",1257,1
01,66408,009,AL,Blount AL,"Rosa town, AL",316,1
01,67056,059,AL,Franklin AL,"Russellville city, AL",9830,1
01,67176,041,AL,Crenshaw AL,"Rutledge town, AL",467,1
01,67536,077,AL,Lauderdale AL,"St. Florian town, AL",413,1
01,67584,129,AL,Washington AL,"St. Stephens CDP, AL",495,1
01,67608,015,AL,Calhoun AL,"Saks CDP, AL",10744,1
01,67800,061,AL,Geneva AL,"Samson city, AL",1940,1
01,67920,019,AL,Cherokee AL,"Sand Rock town, AL",537,0.959
01,67920,049,AL,DeKalb AL,"Sand Rock town, AL",23,0.041
01,68016,039,AL,Covington AL,"Sanford town, AL",241,1
01,68160,097,AL,Mobile AL,"Saraland city, AL",13405,1
01,68280,055,AL,Etowah AL,"Sardis City town, AL",1698,0.996
01,68280,095,AL,Marshall AL,"Sardis City town, AL",6,0.004
01,68352,097,AL,Mobile AL,"Satsuma city, AL",6168,1
01,68736,071,AL,Jackson AL,"Scottsboro city, AL",14770,1
01,69000,071,AL,Jackson AL,"Section town, AL",770,1
01,69120,047,AL,Dallas AL,"Selma city, AL",20756,1
01,69180,047,AL,Dallas AL,"Selmont-West Selmont CDP, AL",2671,1
01,69648,033,AL,Colbert AL,"Sheffield city, AL",9039,1
01,69672,117,AL,Shelby AL,"Shelby CDP, AL",1044,1
01,69840,049,AL,DeKalb AL,"Shiloh town, AL",274,1
01,69978,117,AL,Shelby AL,"Shoal Creek CDP, AL",1400,1
01,70128,087,AL,Macon AL,"Shorter town, AL",474,1
01,70416,023,AL,Choctaw AL,"Silas town, AL",452,1
01,70536,003,AL,Baldwin AL,"Silverhill town, AL",706,1
01,70632,129,AL,Washington AL,"Sims Chapel CDP, AL",153,1
01,70704,127,AL,Walker AL,"Sipsey town, AL",437,1
01,70896,071,AL,Jackson AL,"Skyline town, AL",851,1
01,71040,061,AL,Geneva AL,"Slocomb city, AL",1980,1
01,71190,081,AL,Lee AL,"Smiths Station city, AL",4926,1
01,71201,009,AL,Blount AL,"Smoke Rise CDP, AL",1825,1
01,71280,009,AL,Blount AL,"Snead town, AL",835,1
01,71496,103,AL,Morgan AL,"Somerville town, AL",724,1
01,71832,015,AL,Calhoun AL,"Southside city, AL",155,0.018
01,71832,055,AL,Etowah AL,"Southside city, AL",8257,0.982
01,71900,043,AL,Cullman AL,"South Vinemont town, AL",749,1
01,71976,003,AL,Baldwin AL,"Spanish Fort city, AL",6798,1
01,72408,019,AL,Cherokee AL,"Spring Garden CDP, AL",238,1
01,72600,115,AL,St. Clair AL,"Springville city, AL",4080,1
01,72672,059,AL,Franklin AL,"Spruce Pine CDP, AL",222,1
01,72720,017,AL,Chambers AL,"Standing Rock CDP, AL",168,1
01,72888,115,AL,St. Clair AL,"Steele town, AL",1043,1
01,73056,117,AL,Shelby AL,"Sterrett CDP, AL",712,1
01,73080,071,AL,Jackson AL,"Stevenson city, AL",2046,1
01,73152,037,AL,Coosa AL,"Stewartville CDP, AL",1767,1
01,73728,075,AL,Lamar AL,"Sulligent city, AL",1927,1
01,73848,073,AL,Jefferson AL,"Sumiton city, AL",16,0.006
01,73848,127,AL,Walker AL,"Sumiton city, AL",2504,0.994
01,73872,003,AL,Baldwin AL,"Summerdale town, AL",862,1
01,74160,009,AL,Blount AL,"Susan Moore town, AL",763,1
01,74304,091,AL,Marengo AL,"Sweet Water town, AL",258,1
01,74352,121,AL,Talladega AL,"Sylacauga city, AL",12749,1
01,74400,049,AL,DeKalb AL,"Sylvania town, AL",1837,1
01,74424,073,AL,Jefferson AL,"Sylvan Springs town, AL",1542,1
01,74592,121,AL,Talladega AL,"Talladega city, AL",15676,1
01,74616,121,AL,Talladega AL,"Talladega Springs town, AL",166,1
01,74688,051,AL,Elmore AL,"Tallassee city, AL",3110,0.645
01,74688,123,AL,Tallapoosa AL,"Tallassee city, AL",1709,0.355
01,74976,073,AL,Jefferson AL,"Tarrant city, AL",6397,1
01,75096,061,AL,Geneva AL,"Taylor town, AL",7,0.003
01,75096,069,AL,Houston AL,"Taylor town, AL",2368,0.997
01,75768,097,AL,Mobile AL,"Theodore CDP, AL",6130,1
01,75936,091,AL,Marengo AL,"Thomaston town, AL",417,1
01,75960,025,AL,Clarke AL,"Thomasville city, AL",4209,1
01,76080,021,AL,Chilton AL,"Thorsby town, AL",1980,1
01,76200,129,AL,Washington AL,"Tibbie CDP, AL",41,1
01,76208,055,AL,Etowah AL,"Tidmore Bend CDP, AL",1245,1
01,76320,097,AL,Mobile AL,"Tillmans Corner CDP, AL",17398,1
01,76584,079,AL,Lawrence AL,"Town Creek town, AL",1100,1
01,76632,023,AL,Choctaw AL,"Toxey town, AL",137,1
01,76680,073,AL,Jefferson AL,"Trafford town, AL",646,1
01,76824,089,AL,Madison AL,"Triana town, AL",496,1
01,76872,103,AL,Morgan AL,"Trinity town, AL",2095,1
01,76920,109,AL,Pike AL,"Troy city, AL",18033,1
01,76944,073,AL,Jefferson AL,"Trussville city, AL",19450,0.976
01,76944,115,AL,St. Clair AL,"Trussville city, AL",483,0.024
01,77256,125,AL,Tuscaloosa AL,"Tuscaloosa city, AL",90468,1
01,77280,033,AL,Colbert AL,"Tuscumbia city, AL",8423,1
01,77304,087,AL,Macon AL,"Tuskegee city, AL",9865,1
01,77352,093,AL,Marion AL,"Twin town, AL",399,1
01,77580,077,AL,Lauderdale AL,"Underwood-Petersville CDP, AL",3247,1
01,77616,063,AL,Greene AL,"Union town, AL",237,1
01,77784,095,AL,Marshall AL,"Union Grove town, AL",77,1
01,77880,011,AL,Bullock AL,"Union Springs city, AL",3980,1
01,77904,105,AL,Perry AL,"Uniontown town, AL",1775,1
01,78120,099,AL,Monroe AL,"Uriah CDP, AL",294,1
01,78204,017,AL,Chambers AL,"Valley city, AL",9524,1
01,78232,047,AL,Dallas AL,"Valley Grande city, AL",4020,1
01,78240,049,AL,DeKalb AL,"Valley Head town, AL",558,1
01,78264,007,AL,Bibb AL,"Vance town, AL",49,0.032
01,78264,125,AL,Tuscaloosa AL,"Vance town, AL",1480,0.968
01,78312,117,AL,Shelby AL,"Vandiver CDP, AL",1135,1
01,78480,075,AL,Lamar AL,"Vernon city, AL",2000,1
01,78552,073,AL,Jefferson AL,"Vestavia Hills city, AL",34019,1
01,78552,117,AL,Shelby AL,"Vestavia Hills city, AL",14,0
01,78984,059,AL,Franklin AL,"Vina town, AL",358,1
01,79008,117,AL,Shelby AL,"Vincent town, AL",1988,1
01,79032,129,AL,Washington AL,"Vinegar Bend CDP, AL",192,1
01,79272,099,AL,Monroe AL,"Vredenburgh town, AL",312,1
01,79344,111,AL,Randolph AL,"Wadley town, AL",751,1
01,79488,121,AL,Talladega AL,"Waldo town, AL",283,1
01,79728,055,AL,Etowah AL,"Walnut Grove town, AL",698,1
01,79944,073,AL,Jefferson AL,"Warrior city, AL",3176,1
01,80064,077,AL,Lauderdale AL,"Waterloo town, AL",203,1
01,80256,017,AL,Chambers AL,"Waverly town, AL",98,0.676
01,80256,081,AL,Lee AL,"Waverly town, AL",47,0.324
01,80352,015,AL,Calhoun AL,"Weaver city, AL",3038,1
01,80376,069,AL,Houston AL,"Webb town, AL",1430,1
01,80496,111,AL,Randolph AL,"Wedowee town, AL",823,1
01,80736,037,AL,Coosa AL,"Weogufka CDP, AL",282,1
01,80928,007,AL,Bibb AL,"West Blocton town, AL",1240,1
01,81084,015,AL,Calhoun AL,"West End-Cobb Town CDP, AL",3465,1
01,81336,073,AL,Jefferson AL,"West Jefferson town, AL",338,1
01,81504,117,AL,Shelby AL,"Westover town, AL",1275,1
01,81528,043,AL,Cullman AL,"West Point town, AL",586,1
01,81720,051,AL,Elmore AL,"Wetumpka city, AL",6528,1
01,81744,025,AL,Clarke AL,"Whatley CDP, AL",150,1
01,81912,085,AL,Lowndes AL,"White Hall town, AL",858,1
01,82104,015,AL,Calhoun AL,"White Plains CDP, AL",811,1
01,82176,055,AL,Etowah AL,"Whitesboro CDP, AL",2138,1
01,82848,117,AL,Shelby AL,"Wilsonville town, AL",1827,1
01,82872,117,AL,Shelby AL,"Wilton town, AL",687,1
01,82992,057,AL,Fayette AL,"Winfield city, AL",770,0.163
01,82992,093,AL,Marion AL,"Winfield city, AL",3947,0.837
01,83400,111,AL,Randolph AL,"Woodland town, AL",184,1
01,83640,007,AL,Bibb AL,"Woodstock town, AL",1330,0.931
01,83640,125,AL,Tuscaloosa AL,"Woodstock town, AL",98,0.069
01,83664,071,AL,Jackson AL,"Woodville town, AL",746,1
01,83976,131,AL,Wilcox AL,"Yellow Bluff town, AL",188,1
01,84096,119,AL,Sumter AL,"York city, AL",2538,1
01,99999,001,AL,Autauga AL, ,15644,0.009
01,99999,003,AL,Baldwin AL, ,87324,0.052
01,99999,005,AL,Barbour AL, ,9019,0.005
01,99999,007,AL,Bibb AL, ,12571,0.007
01,99999,009,AL,Blount AL, ,40793,0.024
01,99999,011,AL,Bullock AL, ,6352,0.004
01,99999,013,AL,Butler AL, ,10552,0.006
01,99999,015,AL,Calhoun AL, ,33523,0.02
01,99999,017,AL,Chambers AL, ,11558,0.007
01,99999,019,AL,Cherokee AL, ,18531,0.011
01,99999,021,AL,Chilton AL, ,29655,0.018
01,99999,023,AL,Choctaw AL, ,10154,0.006
01,99999,025,AL,Clarke AL, ,13944,0.008
01,99999,027,AL,Clay AL, ,8480,0.005
01,99999,029,AL,Cleburne AL, ,9989,0.006
01,99999,031,AL,Coffee AL, ,18183,0.011
01,99999,033,AL,Colbert AL, ,21032,0.012
01,99999,035,AL,Conecuh AL, ,8411,0.005
01,99999,037,AL,Coosa AL, ,5849,0.003
01,99999,039,AL,Covington AL, ,16436,0.01
01,99999,041,AL,Crenshaw AL, ,9256,0.005
01,99999,043,AL,Cullman AL, ,55224,0.033
01,99999,045,AL,Dale AL, ,15251,0.009
01,99999,047,AL,Dallas AL, ,16169,0.01
01,99999,049,AL,DeKalb AL, ,38424,0.023
01,99999,051,AL,Elmore AL, ,37002,0.022
01,99999,053,AL,Escambia AL, ,18478,0.011
01,99999,055,AL,Etowah AL, ,14667,0.009
01,99999,057,AL,Fayette AL, ,10031,0.006
01,99999,059,AL,Franklin AL, ,16571,0.01
01,99999,061,AL,Geneva AL, ,13661,0.008
01,99999,063,AL,Greene AL, ,4897,0.003
01,99999,065,AL,Hale AL, ,11016,0.007
01,99999,067,AL,Henry AL, ,9457,0.006
01,99999,069,AL,Houston AL, ,22377,0.013
01,99999,071,AL,Jackson AL, ,28335,0.017
01,99999,073,AL,Jefferson AL, ,82228,0.049
01,99999,075,AL,Lamar AL, ,8703,0.005
01,99999,077,AL,Lauderdale AL, ,46145,0.027
01,99999,079,AL,Lawrence AL, ,27714,0.016
01,99999,081,AL,Lee AL, ,51009,0.03
01,99999,083,AL,Limestone AL, ,54035,0.032
01,99999,085,AL,Lowndes AL, ,6646,0.004
01,99999,087,AL,Macon AL, ,10074,0.006
01,99999,089,AL,Madison AL, ,86957,0.051
01,99999,091,AL,Marengo AL, ,9956,0.006
01,99999,093,AL,Marion AL, ,13407,0.008
01,99999,095,AL,Marshall AL, ,45364,0.027
01,99999,097,AL,Mobile AL, ,128960,0.076
01,99999,099,AL,Monroe AL, ,13459,0.008
01,99999,101,AL,Montgomery AL, ,18193,0.011
01,99999,103,AL,Morgan AL, ,42361,0.025
01,99999,105,AL,Perry AL, ,5130,0.003
01,99999,107,AL,Pickens AL, ,11769,0.007
01,99999,109,AL,Pike AL, ,12345,0.007
01,99999,111,AL,Randolph AL, ,14051,0.008
01,99999,113,AL,Russell AL, ,20583,0.012
01,99999,115,AL,St. Clair AL, ,33626,0.02
01,99999,117,AL,Shelby AL, ,36427,0.022
01,99999,119,AL,Sumter AL, ,6084,0.004
01,99999,121,AL,Talladega AL, ,33321,0.02
01,99999,123,AL,Tallapoosa AL, ,17164,0.01
01,99999,125,AL,Tuscaloosa AL, ,68513,0.04
01,99999,127,AL,Walker AL, ,41242,0.024
01,99999,129,AL,Washington AL, ,12659,0.007
01,99999,131,AL,Wilcox AL, ,8032,0.005
01,99999,133,AL,Winston AL, ,17464,0.01
02,00065,016,AK,Aleutians West Census Area AK,"Adak city, AK",326,1
02,00650,150,AK,Kodiak Island Borough AK,"Akhiok city, AK",71,1
02,00760,050,AK,Bethel Census Area AK,"Akiachak CDP, AK",627,1
02,00870,050,AK,Bethel Census Area AK,"Akiak city, AK",346,1
02,01090,013,AK,Aleutians East Borough AK,"Akutan city, AK",1027,1
02,01200,270,AK,Wade Hampton Census Area AK,"Alakanuk city, AK",677,1
02,01305,290,AK,Yukon-Koyukuk Census Area AK,"Alatna CDP, AK",37,1
02,01390,240,AK,Southeast Fairbanks Census Area AK,"Alcan Border CDP, AK",33,1
02,01420,070,AK,Dillingham Census Area AK,"Aleknagik city, AK",219,1
02,01560,150,AK,Kodiak Island Borough AK,"Aleneva CDP, AK",37,1
02,01860,290,AK,Yukon-Koyukuk Census Area AK,"Allakaket city, AK",105,1
02,01970,188,AK,Northwest Arctic Borough AK,"Ambler city, AK",258,1
02,02080,185,AK,North Slope Borough AK,"Anaktuvuk Pass city, AK",324,1
02,03000,020,AK,Anchorage Borough AK,"Anchorage municipality, AK",291826,1
02,03110,122,AK,Kenai Peninsula Borough AK,"Anchor Point CDP, AK",1930,1
02,03220,068,AK,Denali Borough AK,"Anderson city, AK",246,1
02,03440,105,AK,Hoonah-Angoon Census Area,"Angoon city, AK",459,1
02,03550,050,AK,Bethel Census Area AK,"Aniak city, AK",501,1
02,03880,290,AK,Yukon-Koyukuk Census Area AK,"Anvik city, AK",85,1
02,03990,290,AK,Yukon-Koyukuk Census Area AK,"Arctic Village CDP, AK",152,1
02,04210,016,AK,Aleutians West Census Area AK,"Atka city, AK",61,1
02,04430,050,AK,Bethel Census Area AK,"Atmautluak CDP, AK",277,1
02,04500,185,AK,North Slope Borough AK,"Atqasuk city, AK",233,1
02,04670,016,AK,Aleutians West Census Area AK,"Attu Station CDP, AK",21,1
02,05000,090,AK,Fairbanks North Star Borough AK,"Badger CDP, AK",19482,1
02,05200,185,AK,North Slope Borough AK,"Barrow city, AK",4212,1
02,05585,122,AK,Kenai Peninsula Borough AK,"Bear Creek CDP, AK",1956,1
02,05750,290,AK,Yukon-Koyukuk Census Area AK,"Beaver CDP, AK",84,1
02,06245,122,AK,Kenai Peninsula Borough AK,"Beluga CDP, AK",20,1
02,06520,050,AK,Bethel Census Area AK,"Bethel city, AK",6080,1
02,06630,290,AK,Yukon-Koyukuk Census Area AK,"Bettles city, AK",12,1
02,06850,240,AK,Southeast Fairbanks Census Area AK,"Big Delta CDP, AK",591,1
02,07070,170,AK,Matanuska-Susitna Borough AK,"Big Lake CDP, AK",3350,1
02,07620,290,AK,Yukon-Koyukuk Census Area AK,"Birch Creek CDP, AK",33,1
02,08740,180,AK,Nome Census Area AK,"Brevig Mission city, AK",388,1
02,09600,188,AK,Northwest Arctic Borough AK,"Buckland city, AK",416,1
02,09657,170,AK,Matanuska-Susitna Borough AK,"Buffalo Soapstone CDP, AK",855,1
02,09710,170,AK,Matanuska-Susitna Borough AK,"Butte CDP, AK",3246,1
02,10150,068,AK,Denali Borough AK,"Cantwell CDP, AK",219,1
02,11690,290,AK,Yukon-Koyukuk Census Area AK,"Central CDP, AK",96,1
02,11800,290,AK,Yukon-Koyukuk Census Area AK,"Chalkyitsik CDP, AK",69,1
02,12350,170,AK,Matanuska-Susitna Borough AK,"Chase CDP, AK",34,1
02,12680,050,AK,Bethel Census Area AK,"Chefornak city, AK",418,1
02,12920,090,AK,Fairbanks North Star Borough AK,"Chena Ridge CDP, AK",5791,1
02,12970,261,AK,Valdez-Cordova Census Area AK,"Chenega CDP, AK",76,1
02,13230,270,AK,Wade Hampton Census Area AK,"Chevak city, AK",938,1
02,13340,170,AK,Matanuska-Susitna Borough AK,"Chickaloon CDP, AK",272,1
02,13450,240,AK,Southeast Fairbanks Census Area AK,"Chicken CDP, AK",7,1
02,13550,164,AK,Lake and Peninsula Borough AK,"Chignik city, AK",91,1
02,13670,164,AK,Lake and Peninsula Borough AK,"Chignik Lagoon CDP, AK",78,1
02,13780,164,AK,Lake and Peninsula Borough AK,"Chignik Lake CDP, AK",73,1
02,13860,150,AK,Kodiak Island Borough AK,"Chiniak CDP, AK",47,1
02,14000,261,AK,Valdez-Cordova Census Area AK,"Chistochina CDP, AK",93,1
02,14110,261,AK,Valdez-Cordova Census Area AK,"Chitina CDP, AK",126,1
02,14330,050,AK,Bethel Census Area AK,"Chuathbaluk city, AK",118,1
02,14880,290,AK,Yukon-Koyukuk Census Area AK,"Circle CDP, AK",104,1
02,15320,122,AK,Kenai Peninsula Borough AK,"Clam Gulch CDP, AK",176,1
02,15430,070,AK,Dillingham Census Area AK,"Clarks Point city, AK",62,1
02,16360,198,AK,2198,"Coffman Cove city, AK",176,1
02,16420,122,AK,Kenai Peninsula Borough AK,"Cohoe CDP, AK",1364,1
02,16530,013,AK,Aleutians East Borough AK,"Cold Bay city, AK",108,1
02,16630,290,AK,Yukon-Koyukuk Census Area AK,"Coldfoot CDP, AK",10,1
02,16750,090,AK,Fairbanks North Star Borough AK,"College CDP, AK",12964,1
02,17190,122,AK,Kenai Peninsula Borough AK,"Cooper Landing CDP, AK",289,1
02,17300,261,AK,Valdez-Cordova Census Area AK,"Copper Center CDP, AK",328,1
02,17410,261,AK,Valdez-Cordova Census Area AK,"Cordova city, AK",2239,1
02,17670,100,AK,Haines Borough AK,"Covenant Life CDP, AK",86,1
02,17740,198,AK,2198,"Craig city, AK",1201,1
02,17850,050,AK,Bethel Census Area AK,"Crooked Creek CDP, AK",105,1
02,17960,122,AK,Kenai Peninsula Borough AK,"Crown Point CDP, AK",74,1
02,18510,188,AK,Northwest Arctic Borough AK,"Deering city, AK",122,1
02,18620,240,AK,Southeast Fairbanks Census Area AK,"Delta Junction city, AK",958,1
02,18675,240,AK,Southeast Fairbanks Census Area AK,"Deltana CDP, AK",2251,1
02,18925,122,AK,Kenai Peninsula Borough AK,"Diamond Ridge CDP, AK",1156,1
02,18950,070,AK,Dillingham Census Area AK,"Dillingham city, AK",2329,1
02,19060,180,AK,Nome Census Area AK,"Diomede city, AK",115,1
02,19720,240,AK,Southeast Fairbanks Census Area AK,"Dot Lake CDP, AK",13,1
02,19750,240,AK,Southeast Fairbanks Census Area AK,"Dot Lake Village CDP, AK",62,1
02,20020,240,AK,Southeast Fairbanks Census Area AK,"Dry Creek CDP, AK",94,1
02,20380,240,AK,Southeast Fairbanks Census Area AK,"Eagle city, AK",86,1
02,20600,240,AK,Southeast Fairbanks Census Area AK,"Eagle Village CDP, AK",67,1
02,20970,198,AK,2198,"Edna Bay CDP, AK",42,1
02,21040,050,AK,Bethel Census Area AK,"Eek city, AK",296,1
02,21150,164,AK,Lake and Peninsula Borough AK,"Egegik city, AK",109,1
02,21370,090,AK,Fairbanks North Star Borough AK,"Eielson AFB CDP, AK",2647,1
02,21810,070,AK,Dillingham Census Area AK,"Ekwok city, AK",115,1
02,22140,105,AK,Hoonah-Angoon Census Area,"Elfin Cove CDP, AK",20,1
02,22250,180,AK,Nome Census Area AK,"Elim city, AK",330,1
02,22910,270,AK,Wade Hampton Census Area AK,"Emmonak city, AK",762,1
02,23460,090,AK,Fairbanks North Star Borough AK,"Ester CDP, AK",2422,1
02,23720,170,AK,Matanuska-Susitna Borough AK,"Eureka Roadhouse CDP, AK",29,1
02,23790,290,AK,Yukon-Koyukuk Census Area AK,"Evansville CDP, AK",15,1
02,23900,100,AK,Haines Borough AK,"Excursion Inlet CDP, AK",12,1
02,24230,090,AK,Fairbanks North Star Borough AK,"Fairbanks city, AK",31535,1
02,24660,013,AK,Aleutians East Borough AK,"False Pass city, AK",35,1
02,24980,090,AK,Fairbanks North Star Borough AK,"Farmers Loop CDP, AK",4853,1
02,25000,170,AK,Matanuska-Susitna Borough AK,"Farm Loop CDP, AK",1028,1
02,25220,068,AK,Denali Borough AK,"Ferry CDP, AK",33,1
02,25550,170,AK,Matanuska-Susitna Borough AK,"Fishhook CDP, AK",4679,1
02,26100,240,AK,Southeast Fairbanks Census Area AK,"Fort Greely CDP, AK",539,1
02,26760,290,AK,Yukon-Koyukuk Census Area AK,"Fort Yukon city, AK",583,1
02,26835,290,AK,Yukon-Koyukuk Census Area AK,"Four Mile Road CDP, AK",43,1
02,26870,090,AK,Fairbanks North Star Borough AK,"Fox CDP, AK",417,1
02,26910,122,AK,Kenai Peninsula Borough AK,"Fox River CDP, AK",685,1
02,27090,122,AK,Kenai Peninsula Borough AK,"Fritz Creek CDP, AK",1932,1
02,27145,122,AK,Kenai Peninsula Borough AK,"Funny River CDP, AK",877,1
02,27420,261,AK,Valdez-Cordova Census Area AK,"Gakona CDP, AK",218,1
02,27530,290,AK,Yukon-Koyukuk Census Area AK,"Galena city, AK",470,1
